TIME,JUMPS,value
0.0,0,1.0
6.103515625045776e-05,0,0.9999389648437496
0.10006103515625046,0,0.8999389648437496
0.20006103515625046,0,0.7999389648437496
0.3000610351562505,0,0.6999389648437496
0.40006103515625047,0,0.5999389648437496
0.5000610351562504,0,0.49993896484374967
0.6000610351562504,0,0.3999389648437497
0.7000610351562504,0,0.2999389648437497
0.8000610351562504,0,0.1999389648437497
0.9000610351562504,0,0.0999389648437497
1.0000610351562504,0,-6.103515625030531e-05
1.0000610351562504,1,1.0
1.0001220703125009,1,0.9999389648437496
1.100122070312501,1,0.8999389648437496
1.200122070312501,1,0.7999389648437496
1.3001220703125012,1,0.6999389648437496
1.4001220703125012,1,0.5999389648437496
1.5001220703125013,1,0.49993896484374967
1.6001220703125014,1,0.3999389648437497
1.7001220703125015,1,0.2999389648437497
1.8001220703125016,1,0.1999389648437497
1.9001220703125017,1,0.0999389648437497
2.0001220703125018,1,-6.103515625030531e-05
2.0001220703125018,2,1.0
2.000183105468752,2,0.9999389648437496
2.1001831054687523,2,0.8999389648437496
2.2001831054687524,2,0.7999389648437496
2.3001831054687525,2,0.6999389648437496
2.4001831054687526,2,0.5999389648437496
2.5001831054687527,2,0.49993896484374967
2.6001831054687528,2,0.3999389648437497
2.700183105468753,2,0.2999389648437497
2.800183105468753,2,0.1999389648437497
2.900183105468753,2,0.0999389648437497
3.000183105468753,2,-6.103515625030531e-05
3.000183105468753,3,1.0
3.0002441406250036,3,0.9999389648437496
3.1002441406250036,3,0.8999389648437496
3.2002441406250037,3,0.7999389648437496
3.300244140625004,3,0.6999389648437496
3.400244140625004,3,0.5999389648437496
3.500244140625004,3,0.49993896484374967
3.600244140625004,3,0.3999389648437497
3.700244140625004,3,0.2999389648437497
3.8002441406250043,3,0.1999389648437497
3.9002441406250044,3,0.0999389648437497
4.000244140625004,3,-6.103515625030531e-05
4.000244140625004,4,1.0
4.000305175781255,4,0.9999389648437496
4.100305175781255,4,0.8999389648437496
4.200305175781255,4,0.7999389648437496
4.300305175781254,4,0.6999389648437496
4.400305175781254,4,0.5999389648437496
4.5003051757812536,4,0.49993896484374967
4.600305175781253,4,0.3999389648437497
4.700305175781253,4,0.2999389648437497
4.8003051757812525,4,0.1999389648437497
4.900305175781252,4,0.0999389648437497
5.000305175781252,4,-6.103515625030531e-05
5.000305175781252,5,1.0
5.000366210937503,5,0.9999389648437496
5.100366210937502,5,0.8999389648437496
5.200366210937502,5,0.7999389648437496
5.300366210937502,5,0.6999389648437496
5.400366210937501,5,0.5999389648437496
5.500366210937501,5,0.49993896484374967
5.6003662109375005,5,0.3999389648437497
5.7003662109375,5,0.2999389648437497
5.8003662109375,5,0.1999389648437497
5.9003662109374995,5,0.0999389648437497
6.000366210937499,5,-6.103515625030531e-05
6.000366210937499,6,1.0
6.00042724609375,6,0.9999389648437496
6.10042724609375,6,0.8999389648437496
6.200427246093749,6,0.7999389648437496
6.300427246093749,6,0.6999389648437496
6.400427246093749,6,0.5999389648437496
6.500427246093748,6,0.49993896484374967
6.600427246093748,6,0.3999389648437497
6.7004272460937475,6,0.2999389648437497
6.800427246093747,6,0.1999389648437497
6.900427246093747,6,0.0999389648437497
7.0004272460937464,6,-6.103515625030531e-05
7.0004272460937464,7,1.0
7.000488281249997,7,0.9999389648437496
7.100488281249997,7,0.8999389648437496
7.200488281249997,7,0.7999389648437496
7.300488281249996,7,0.6999389648437496
7.400488281249996,7,0.5999389648437496
7.500488281249996,7,0.49993896484374967
7.600488281249995,7,0.3999389648437497
7.700488281249995,7,0.2999389648437497
7.8004882812499945,7,0.1999389648437497
7.900488281249994,7,0.0999389648437497
8.000488281249995,7,-6.103515625030531e-05
8.000488281249995,8,1.0
8.000549316406245,8,0.9999389648437496
8.100549316406244,8,0.8999389648437496
8.200549316406244,8,0.7999389648437496
8.300549316406244,8,0.6999389648437496
8.400549316406243,8,0.5999389648437496
8.500549316406243,8,0.49993896484374967
8.600549316406243,8,0.3999389648437497
8.700549316406242,8,0.2999389648437497
8.800549316406242,8,0.1999389648437497
8.900549316406241,8,0.0999389648437497
9.000549316406241,8,-6.103515625030531e-05
9.000549316406241,9,1.0
9.000610326415055,9,0.9999389899911866
9.100610326415055,9,0.8999389899911866
9.200610326415054,9,0.7999389899911866
9.300610326415054,9,0.6999389899911866
9.400610326415054,9,0.5999389899911867
9.500610326415053,9,0.4999389899911867
9.600610326415053,9,0.3999389899911867
9.700610326415052,9,0.29993898999118673
9.800610326415052,9,0.19993898999118673
9.900610326415052,9,0.09993898999118672
10.000610326415051,9,-6.101000881328367e-05
